date,fx_linear_trend,fx_exponential,fx_cagr_conservative,fx_cagr_expected,fx_cagr_optimistic,fx_prophet,fx_prophet_lo,fx_prophet_hi
2028-06-01,24.329787844063247,25.251002019622412,25.723533081580364,26.59788997683231,27.40522567533522,25.564583831576012,24.01945805612063,27.011444288208022
2028-07-01,24.375713776419662,25.313809189661075,25.766405636716335,26.671920770601158,27.508908779140235,25.555307927957514,23.79754489359324,27.063423160114713
2028-08-01,24.421639708776077,25.37677258085109,25.80934964611086,26.746157616745997,27.612984150687982,25.582492137260058,23.867925054251916,27.077727507512076
2028-09-01,24.467565641132488,25.4398925817635,25.85236522885438,26.820601088779274,27.717453274058084,25.78068610212721,24.003740472116537,27.35789642871739
2028-10-01,24.513491573488903,25.50316958193587,25.895452504235802,26.89525176180971,27.82231763894493,25.98006886531683,24.254335177261495,27.58707596088
2028-11-01,24.559417505845317,25.566603971874642,25.938611591742866,26.970110212546746,27.927578740678936,26.136108595352447,24.33162877807299,27.741457568280154
2028-12-01,24.60534343820173,25.630196143057596,25.981842611062437,27.045177019305008,28.033238080247838,25.99865865935143,24.036369847256868,27.652405164338173
2029-01-01,24.651269370558143,25.69394648793619,26.02514568208088,27.12045276200874,28.1392971643181,25.575344714776097,23.683968447505983,27.197880588907175
2029-02-01,24.697195302914558,25.757855399938112,26.068520924884346,27.19593802219633,28.24575750525644,25.63903275550308,23.730569259229107,27.304872139205617
2029-03-01,24.74312123527097,25.821923273469533,26.11196845975915,27.271633383024778,28.352620621151324,25.829277730290524,23.89772795934096,27.508569171475813
2029-04-01,24.789047167627384,25.88615050391774,26.155488407192088,27.3475394292742,28.459888035834677,25.848362482883502,23.784349797074977,27.654604243292045
2029-05-01,24.8349730999838,25.950537487653374,26.199080887870743,27.423656747352346,28.567561278903582,25.970557129554123,23.929272153546393,27.757787529865702
2029-06-01,24.88089903234021,26.015084622033037,26.242746022683864,27.499985925299143,28.675641885742102,26.21694143368741,24.060353198830942,28.044724120220792
2029-07-01,24.92682496469663,26.07979230540166,26.28648393272167,27.576527552791227,28.784131397543156,26.231433899215105,24.08639384292957,28.11317847497608
2029-08-01,24.97275089705304,26.14466093709499,26.33029473927621,27.653282221146494,28.89303136133052,26.421780986623773,24.298144919702004,28.204430983699687
2029-09-01,25.01867682940945,26.209690917442035,26.37417856384167,27.73025052332869,29.00234332998089,26.54455963358758,24.264703719538037,28.559554293645316
2029-10-01,25.06460276176587,26.274882647767562,26.41813552811474,27.80743305395195,29.11206886224598,26.66800780281684,24.397925666440194,28.67010073989685
2029-11-01,25.11052869412228,26.34023653039455,26.462165753994928,27.884830409285453,29.222209522774808,26.7052566148335,24.472217335715357,28.690532762183977
2029-12-01,25.156454626478695,26.40575296864668,26.506269363584924,27.962443187257968,29.33276688213597,26.627178848902297,24.2867131836215,28.694931696016905
2030-01-01,25.20238055883511,26.471432366850834,26.550446479190896,28.0402719874625,29.443742516840047,26.407273133901345,23.96349543812841,28.44069631318958
2030-02-01,25.24830649119152,26.537275130339577,26.594697223322882,28.118317411160938,29.555138009362093,26.514654597647663,24.184765151461626,28.658604576756588
2030-03-01,25.294232423547935,26.60328166545366,26.639021718695087,28.19658006128867,29.66695494816417,26.37374270375742,24.004319242636278,28.468043949333047
2030-04-01,25.34015835590435,26.669452379544534,26.68342008822625,28.27506054245926,29.779194927718063,26.57137357342328,24.109076916583128,28.76169762966361
2030-05-01,25.38608428826076,26.735787680976866,26.72789245503996,28.353759460969105,29.891859548527925,26.681369566964538,24.20394543552675,28.90613448846247
2030-06-01,25.432010220617176,26.802287979131044,26.772438942465026,28.432677424802137,30.00495041715319,26.869665324946702,24.43238553264262,29.16059303872996
2030-07-01,25.47793615297359,26.868953684405724,26.817059674035804,28.5118150436345,30.118469146231412,26.910558074085916,24.25382868413011,29.177161433767395
2030-08-01,25.523862085330002,26.93578520822034,26.861754773492528,28.591172928839285,30.232417354501322,27.262191977571252,24.735502081167528,29.632108374039316
2030-09-01,25.569788017686417,27.002782963017673,26.90652436478169,28.670751693491223,30.34679666682585,27.30572169210586,24.648382744731588,29.601981469564187
2030-10-01,25.61571395004283,27.069947362266362,26.951368572056325,28.750551952371442,30.461608714215338,27.35237790385856,24.524988795050763,29.735560454240794
2030-11-01,25.661639882399243,27.137278820463475,26.99628751967642,28.830574321972207,30.57685513385078,27.27373178377988,24.493388271936777,29.70974717923442
2030-12-01,25.707565814755657,27.204777753137076,27.041281332209216,28.9108194205017,30.69253756910718,27.260278684830386,24.475297152491677,29.743331751395008
2031-01-01,25.753491747112072,27.272444576848763,27.086350134429562,28.99128786788876,30.80865766957697,27.243064393865044,24.348315765416345,29.72904682916784
2031-02-01,25.799417679468483,27.340279709196267,27.131494051320278,29.07198028578772,30.925217091093533,27.387500002967517,24.52832394095137,29.947399417446753
2031-03-01,25.845343611824898,27.408283568816003,27.17671320807248,29.152897297583163,31.04221749575483,26.91612689489654,24.084245678769904,29.496766499208285
2031-04-01,25.891269544181313,27.476456575385672,27.222007730085934,29.234039528394774,31.159660551947102,27.295613708043174,24.223714550659828,29.939129056944275
2031-05-01,25.937195476537724,27.544799149626847,27.267377742969416,29.315407605082136,31.27754793436863,27.391864071597254,24.33282772804741,29.99692703978854
2031-06-01,25.98312140889414,27.61331171330757,27.312823372541036,29.397002156249613,31.39588132405366,27.52282786432984,24.423123271347873,30.21132017998608
2031-07-01,26.029047341250553,27.68199468924494,27.3583447448286,29.47882381225118,31.514662408396322,27.592682567775142,24.423131271985827,30.47921610197108
2031-08-01,26.074973273606965,27.750848501307754,27.40394198606998,29.56087320519528,31.63389288117476,28.103555879050415,24.925768688095406,30.835907419093463
2031-09-01,26.120899205963383,27.819873574419084,27.449615222713433,29.643150968949737,31.753574442575196,28.064073739128748,24.806926955210223,30.92541074092242
2031-10-01,26.166825138319794,27.88907033455893,27.495364581417956,29.72565773914665,31.87370879921627,28.033240345828247,24.70374576440458,30.92377349761934
2031-11-01,26.212751070676205,27.95843920876684,27.541190189053655,29.808394153187272,31.994297664173303,27.84173439926486,24.692506432112854,30.600494562865613
2031-12-01,26.258677003032624,28.027980625144536,27.58709217270208,29.89136085024698,32.11534275700276,27.8980469303362,24.605086500855776,30.775235707384237
2032-01-01,26.304602935389035,28.097695012858566,27.633070659656585,29.974558471280172,32.23684580376675,28.082544804369554,24.393130816477903,31.085545509092654
2032-02-01,26.35052886774545,28.167582802142956,27.679125777422676,30.057987659025233,32.35880853705766,28.25736251525123,24.709431121670498,31.339304807240673
2032-03-01,26.396454800101864,28.237644424301863,27.725257653718387,30.14164905800952,32.48123269602286,28.11621204697322,24.67963934150298,31.21898835469558
2032-04-01,26.442380732458275,28.30788031171219,27.771466416474585,30.225543314554315,32.60412002638948,27.960187122962356,24.32661595362772,31.160465881519325
2032-05-01,26.48830666481469,28.378290897826375,27.81775219383537,30.309671076779825,32.727472280489316,28.09304840782597,24.51799753309658,31.277996157271634
2032-06-01,26.534232597171105,28.448876617174896,27.864115114158434,30.394032994610196,32.85129121728383,28.398222330018637,24.83369848054315,31.590831979301445
2032-07-01,26.580158529527516,28.519637905369148,27.910555306015368,30.478629719778528,32.97557860238922,28.388946426401116,24.703195678721833,31.670964242321478
2032-08-01,26.62608446188393,28.59057519910392,27.95707289819206,30.563461905831915,33.10033620810159,28.416130635701858,24.674756896030633,31.719661847131057
2032-09-01,26.672010394240345,28.661688936160303,28.003668019689048,30.648530208136478,33.225565813422236,28.614324600569237,24.766608927872063,31.83906275345586
2032-10-01,26.717936326596757,28.732979555408182,28.050340799721862,30.73383528388246,33.35126920408302,28.813707363758574,25.146879186402753,32.20763695358811
2032-11-01,26.76386225895317,28.804447496809154,28.0970913677214,30.81937779208927,33.47744817257179,28.96974709379705,25.260167722935826,32.27972491591076
2032-12-01,26.809788191309586,28.87609320141904,28.14391985333427,30.90515839361058,33.60410451815802,28.832297157794404,24.879442262303108,32.329377955538796
2033-01-01,26.855714123665997,28.9479171113908,28.19082638642316,30.991177751139467,33.73124004691838,28.408983213217734,24.41217425502429,31.915626918051952
2033-02-01,26.901640056022412,29.01991966997708,28.237811097067205,31.077436529213475,33.85885657176255,28.472671253943837,24.428300429801265,31.99268368675026
2033-03-01,26.947565988378827,29.092101321533093,28.284874115562314,31.163935394219784,33.98695591245905,28.662916228730325,24.60570880063349,32.299859192187206
2033-04-01,26.993491920735238,29.164462511519282,28.33201557242159,31.25067501440036,34.115539895661186,28.682000981326095,24.647741360359994,32.402982052465084
2033-05-01,27.039417853091653,29.23700368650409,28.379235598375626,31.33765605985711,34.2446103549331,28.80419562799628,24.697793307003774,32.40367769268781
2033-06-01,27.085343785448067,29.309725294166718,28.42653432437292,31.424879202557047,34.374169130775925,29.050579932130493,24.748622000653203,32.79479382443304
2033-07-01,27.13126971780448,29.38262778329989,28.473911881580207,31.512345116337503,34.50421807065403,29.065072397657733,24.706466111507012,32.953193737406245
2033-08-01,27.177195650160897,29.45571160381261,28.521368401382844,31.600054476911303,34.63475902902133,29.255419485067897,24.89269048226274,33.24196575217404
2033-09-01,27.223121582517308,29.528977206732954,28.568904015385147,31.688007961872042,34.765793867347796,29.378198132030988,24.836819756425637,33.39378496785089
2033-10-01,27.26904751487372,29.60242504421084,28.616518855410792,31.776206250699257,34.897324454145924,29.50164630125942,25.02656934352701,33.511883092435525
2033-11-01,27.314973447230138,29.676055569520834,28.66421305350314,31.864650024763705,35.02935266499744,29.53889511327748,25.07265149840096,33.496274240746686
2033-12-01,27.36089937958655,29.749869237064928,28.71198674192565,31.95333996733263,35.16188038258001,29.460817347342857,24.925948008743497,33.58004561251066
2034-01-01,27.40682531194296,29.82386650237536,28.759840053162193,32.04227676357504,35.2949094966941,29.240911632345526,24.67324533303843,33.22036897581707
2034-02-01,27.452751244299378,29.898047822117423,28.807773119917467,32.13146110056699,35.428441904289926,29.348293096089193,24.769527059382742,33.47619792951072
2034-03-01,27.49867717665579,29.972413654092268,28.85578607511733,32.220893667296906,35.56247950949449,29.207381202200224,24.557775436097025,33.29424067599539
2034-04-01,27.544603109012204,30.046964457239756,28.903879051909193,32.31057515467088,35.697024223638735,29.405012071866114,24.815853944722342,33.70607172952073
2034-05-01,27.59052904136862,30.121700691641266,28.952052183662374,32.400506255518046,35.83207796528483,29.515008065406764,24.73321035394097,33.732394638944804
2034-06-01,27.63645497372503,30.196622818522545,29.00030560396848,32.49068766459591,35.96764266025349,29.703303823387543,24.91759793503713,34.16132998261143
2034-07-01,27.682380906081445,30.271731300256555,29.048639446641765,32.5811200785957,36.103720241651445,29.74419657252769,24.863685240994833,34.23252722060499
2034-08-01,27.72830683843786,30.347026600366327,29.0970538457195,32.67180419614779,36.240312649899025,30.095830476012985,25.2168991277826,34.498195579506664
2034-09-01,27.77423277079427,30.42250918352781,29.14554893546237,32.76274071782707,36.377421832757804,30.13936019054861,25.021368999188013,34.6168785926345
2034-10-01,27.820158703150685,30.498179515572765,29.194124850354807,32.85393034615836,36.515049745358404,30.186016402300854,25.031762809629676,34.67431445939466
2034-11-01,27.8660846355071,30.574038063491603,29.2427817251054,32.94537378562183,36.653198350228344,30.107370282220717,25.04906368706055,34.632419018089145
2034-12-01,27.91201056786351,30.6500852954363,29.291519694647242,33.03707174265848,36.79186961732003,30.093917183272698,24.88198124126736,34.69720621993053
2035-01-01,27.957936500219926,30.726321680723267,29.340338894138323,33.129024925675544,36.93106552403889,30.07670289230705,24.68738618959343,34.85423012535296
2035-02-01,28.00386243257634,30.802747689836256,29.389239458961885,33.221234045052014,37.0707880552715,30.221138501408767,24.949872123360294,34.947104555584104
2035-03-01,28.049788364932752,30.87936379442926,29.438221524726824,33.313699813144076,37.21103920341395,29.74976539333968,24.305393536219835,34.56279524719216
2035-04-01,28.095714297289167,30.95617046732942,29.48728522726804,33.40642294429066,37.35182096840019,30.129252206485894,24.884806107474308,35.05293738743793
2035-05-01,28.14164022964558,31.03316818253995,29.536430702646815,33.49940415481894,37.49313535773064,30.225502570039335,24.791117610535053,35.183777152983744
2035-06-01,28.187566162001993,31.11035741524305,29.58565808715123,33.59264416304985,37.63498438650071,30.35646636277224,24.726603806560966,35.38932616853939
2035-07-01,28.233492094358407,31.187738641802866,29.634967517296484,33.68614368930367,37.77737007742964,30.426321066218225,24.81799944839684,35.42519093419477
2035-08-01,28.279418026714822,31.26531233976839,29.68435912982531,33.77990345590557,37.92029446088924,30.937194377491775,25.20259718519427,36.24701416352279
2035-09-01,28.325343959071233,31.343078987876442,29.733833061708353,33.87392418719117,38.06375957493294,30.897712237572076,25.13043938472691,36.17602859181154
2035-10-01,28.37126989142765,31.42103906605462,29.783389450144536,33.96820660951219,38.207767465324764,30.866878844270737,25.182961756862408,36.040898110772375
2035-11-01,28.417195823784063,31.4991930554242,29.833028432561445,34.062751451242,38.35232018556857,30.675372897708197,24.847977173952398,35.999279311748694
2035-12-01,28.463121756140474,31.57754143830325,29.882750146615717,34.15755944278129,38.49741979693731,30.731685428778828,25.147630578732493,36.007838298033136
